CCTV,#genre#
CCTV文化精品,http://stream.slave.jxtvnet.tv:14311/playurl?playtype=live&protocol=http&accesstoken=R609DF27DU30963004K77360366I5D0110ACPBM356F868V0Z57EA5W167ED2234F88A5EE&programid=4200000573&playtoken=ABCDEFGH&auth=no
CCTV高尔夫网球,http://stream.slave.jxtvnet.tv:14311/playurl?playtype=live&protocol=http&accesstoken=R609DF27DU30963004K77360366I5D0110ACPBM356F868V0Z57EA5W167ED2234F88A5EE&programid=4200000574&playtoken=ABCDEFGH&auth=no
CCTV风云足球,http://stream.slave.jxtvnet.tv:14311/playurl?playtype=live&protocol=http&accesstoken=R609DF27DU30963004K77360366I5D0110ACPBM356F868V0Z57EA5W167ED2234F88A5EE&programid=4200000576&playtoken=ABCDEFGH&auth=no
CCTV央视台球,http://stream.slave.jxtvnet.tv:14311/playurl?playtype=live&protocol=http&accesstoken=R609DF27DU30963004K77360366I5D0110ACPBM356F868V0Z57EA5W167ED2234F88A5EE&programid=4200000596&playtoken=ABCDEFGH&auth=no
CCTV兵器科技,http://124.232.233.16:6610/000000001001/201500000313/index.m3u8?IASHttpSessionId=SLB2046220190906022827233263&m3u8_level=2
CCTV风云音乐,http://42.176.185.28:9901/tsfile/live/1024_1.m3u8
CCTV风云足球,http://42.176.185.28:9901/tsfile/live/1017_1.m3u8
CCTV文化精品,http://42.176.185.28:9901/tsfile/live/1028_1.m3u8
CCTV风云剧场,http://42.176.185.28:9901/tsfile/live/1030_1.m3u8
CCTV世界地理,http://42.176.185.28:9901/tsfile/live/1037_1.m3u8
CCTV世界地理,http://39.134.196.155/hlsmgsplive.miguvideo.com:8080/ws_v/2018/sjdl/sjdl711/1000/index.m3u8?&encrypt=
CCTV兵器科技,http://39.134.196.155/hlsmgsplive.miguvideo.com:8080/ws_v/2018/gfjs/gfjs711/1000/index.m3u8?&encrypt=
CCTV央视台球,http://39.134.196.155/hlsmgsplive.miguvideo.com:8080/ws_v/2018/ystq/ystq711/1000/index.m3u8?&encrypt=
CCTV文化精品,http://39.134.196.155/hlsmgsplive.miguvideo.com:8080/ws_v/2018/ysjp/ysjp711/1000/index.m3u8?&encrypt=
CCTV女性时尚,http://39.134.196.155/hlsmgsplive.miguvideo.com:8080/ws_v/2018/nxss/nxss711/1000/index.m3u8?&encrypt=
CCTV怀旧剧场,http://39.134.196.155/hlsmgsplive.miguvideo.com:8080/ws_v/2018/hjjc/hjjc711/1000/index.m3u8?&encrypt=
CCTV第一剧场,http://39.134.196.155/hlsmgsplive.miguvideo.com:8080/ws_v/2018/dyjc/dyjc711/1000/index.m3u8?&encrypt=
CCTV风云剧场,http://39.134.196.155/hlsmgsplive.miguvideo.com:8080/ws_v/2018/fyjc/fyjc711/1000/index.m3u8?&encrypt=
CCTV风云足球,http://39.134.196.155/hlsmgsplive.miguvideo.com:8080/ws_v/2018/fyzq/fyzq711/1000/index.m3u8?&encrypt=
CCTV风云音乐,http://39.134.196.155/hlsmgsplive.miguvideo.com:8080/ws_v/2018/fyyy/fyyy711/1000/index.m3u8?&encrypt=
CCTV高尔夫网球,http://ott.js.chinamobile.com/TVOD/3/224/3221228138/index.m3u8
CCTV高尔夫网球,http://39.134.196.155/hlsmgsplive.miguvideo.com:8080/ws_v/2018/gefwq/gefwq711/1000/index.m3u8?&encrypt=
CCTV怀旧剧场,http://117.148.179.158/PLTV/88888888/224/3221231544/index.m3u8
CCTV第一剧场,http://117.148.179.172/PLTV/88888888/224/3221231540/index.m3u8
CCTV风云剧场,http://117.148.179.162/PLTV/88888888/224/3221231604/index.m3u8
CCTV风云足球,http://117.148.179.137/PLTV/88888888/224/3221231547/index.m3u8 
CCTV世界地理,http://117.148.179.156/PLTV/88888888/224/3221231537/index.m3u8
CCTV女性时尚,http://117.148.179.167/PLTV/88888888/224/3221231598/index.m3u8
CCTV央视台球,http://117.148.179.167/PLTV/88888888/224/3221231616/index.m3u8
CCTV高尔夫网球,http://117.148.179.160/PLTV/88888888/224/3221231619/index.m3u8
CCTV文化精品,http://117.148.179.147/PLTV/88888888/224/3221231561/index.m3u8
CETV1,http://111.11.121.184:6610/030000001001/jiaoyutv/1.m3u8?channel-id=ystenlive
CETV1,http://117.148.179.156/PLTV/88888888/224/3221231714/index.m3u8
CETV2,http://39.134.19.251:6610/yinhe/2/ch00000090990000001064/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CETV3,http://39.134.19.251:6610/yinhe/2/ch00000090990000001309/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CETV4,http://39.134.19.251:6610/yinhe/2/ch00000090990000001308/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
卫视,#genre#
北京卫视,http://39.135.32.28:6610/PLTV/77777777/224/3221225651/index.m3u8?IASHttpSessionId=OTT
北京卫视,http://39.135.32.28:6610/PLTV/77777777/224/3221225664/index.m3u8?IASHttpSessionId=OTT
冬奥纪实,http://39.135.32.28:6610/PLTV/77777777/224/3221225667/index.m3u8?IASHttpSessionId=OTT
江苏卫视,http://39.135.32.28:6610/PLTV/77777777/224/3221225636/index.m3u8?IASHttpSessionId=OTT
山东卫视,http://39.135.32.28:6610/PLTV/77777777/224/3221225642/index.m3u8?IASHttpSessionId=OTT
广东卫视,http://39.135.32.28:6610/PLTV/77777777/224/3221225666/index.m3u8?IASHttpSessionId=OTT
广东珠江,http://39.135.32.28:6610/PLTV/77777777/224/3221225717/index.m3u8?IASHttpSessionId=OTT
江西卫视,http://39.135.32.28:6610/PLTV/77777777/224/3221225669/index.m3u8?IASHttpSessionId=OTT
安徽卫视,http://39.135.32.28:6610/PLTV/77777777/224/3221225671/index.m3u8?IASHttpSessionId=OTT
山东卫视,http://39.135.32.28:6610/PLTV/77777777/224/3221225672/index.m3u8?IASHttpSessionId=OTT
山西卫视,http://liveflash.sxrtv.com/live/sxwshd.flv
山西卫视,http://liveflash.sxrtv.com/live/sxwshd.m3u8
山西卫视,http://39.135.32.28:6610/PLTV/77777777/224/3221225785/index.m3u8?IASHttpSessionId=OTT
天津卫视,http://39.135.32.28:6610/PLTV/77777777/224/3221225675/index.m3u8?IASHttpSessionId=OTT
重庆卫视,http://39.135.32.28:6610/PLTV/77777777/224/3221225679/index.m3u8?IASHttpSessionId=OTT
东方卫视,http://39.135.32.28:6610/PLTV/77777777/224/3221225682/index.m3u8?IASHttpSessionId=OTT
广东卫视,http://39.135.32.28:6610/PLTV/77777777/224/3221225685/index.m3u8?IASHttpSessionId=OTT
黑龙江卫视,http://39.135.32.28:6610/PLTV/77777777/224/3221225686/index.m3u8?IASHttpSessionId=OTT
辽宁卫视,http://39.135.32.28:6610/PLTV/77777777/224/3221225639/index.m3u8?IASHttpSessionId=OTT
湖北卫视,http://39.135.32.28:6610/PLTV/77777777/224/3221225689/index.m3u8?IASHttpSessionId=OTT
湖南卫视,http://39.135.32.28:6610/PLTV/77777777/224/3221225692/index.m3u8?IASHttpSessionId=OTT
深圳卫视,http://39.135.32.28:6610/PLTV/77777777/224/3221225691/index.m3u8?IASHttpSessionId=OTT
天津卫视,http://39.135.32.28:6610/PLTV/77777777/224/3221225694/index.m3u8?IASHttpSessionId=OTT
浙江卫视,http://39.135.32.28:6610/PLTV/77777777/224/3221225695/index.m3u8?IASHttpSessionId=OTT
东南卫视,http://39.135.32.28:6610/PLTV/77777777/224/3221225696/index.m3u8?IASHttpSessionId=OTT
安徽卫视,http://39.135.32.28:6610/PLTV/77777777/224/3221225701/index.m3u8?IASHttpSessionId=OTT
浙江卫视,http://39.135.32.28:6610/PLTV/77777777/224/3221225731/index.m3u8?IASHttpSessionId=OTT
东方卫视,http://39.135.32.28:6610/PLTV/77777777/224/3221225718/index.m3u8?IASHttpSessionId=OTT
湖北卫视,http://39.135.32.28:6610/PLTV/77777777/224/3221225721/index.m3u8?IASHttpSessionId=OTT
黑龙江卫视,http://39.135.32.28:6610/PLTV/77777777/224/3221225734/index.m3u8?IASHttpSessionId=OTT
江苏卫视,http://39.135.32.28:6610/PLTV/77777777/224/3221225722/index.m3u8?IASHttpSessionId=OTT
湖南卫视,http://39.135.32.28:6610/PLTV/77777777/224/3221225719/index.m3u8?IASHttpSessionId=OTT
重庆卫视,http://39.135.32.28:6610/PLTV/77777777/224/3221225745/index.m3u8?IASHttpSessionId=OTT
辽宁卫视,http://39.135.32.28:6610/PLTV/77777777/224/3221225779/index.m3u8?IASHttpSessionId=OTT

海峡卫视,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226128/10000100000000060000000002434539_0.smil?icpid=88888888
海峡卫视,http://live6.fjtv.net/haixiapd/playlist.m3u8?_upt=acc113281642247243
云南卫视,http://coocaa-ynbit-ws.ifengli.com:2381/live/ynws-hd/1.m3u8
云南卫视,http://coocaa-ynbit-ws.ifengli.com:2384/live/ynws-hd/1.m3u8
云南卫视,http://tvlive.ynradio.com/live/yunnanweishi/playlist.m3u8
广西卫视,http://ott.js.chinamobile.com/PLTV/3/224/3221228183/index.m3u8
广西卫视,http://39.130.202.82:6610/gitv_live/G_GUANGXI-HD/G_GUANGXI-HD.m3u8
广西卫视,http://live-cdn.gxxw.com/tv/gxtvlive/index.m3u8
海南卫视,rtsp://183.252.166.199/PLTV/88888888/224/3221226048/10000100000000060000000002296889_0.smil
贵州卫视,rtsp://183.252.166.199/PLTV/88888888/224/3221226126/10000100000000060000000002434541_0.smil
四川卫视,http://coocaa-ynbit-ws.ifengli.com:2384/live/scws-hd/1.m3u8
康巴卫视,http://scgctvshow.sctv.com/hdlive/kangba/index.m3u8
陕西卫视,http://119.188.16.79/livepull.sxiptv.cn/live/shanxiweishihd.flv
陕西卫视,http://111.0.27.21/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225498/index.m3u8
陕西卫视,http://livepull.sxiptv.cn/live/shanxiweishihd.m3u8
内蒙古卫视,http://live9.m2oplus.nmtv.cn/nmgws/hd/live.m3u8
重庆卫视,http://223.110.242.145:6610/cntv/live1/HD-8000k-1080P-chongqingstv/1.m3u8
河南卫视,http://223.110.242.142:6610/gitv/live1/G_HENAN-CQ/G_HENAN-CQ/
河北卫视,http://223.110.244.211:6610/gitv/live1/G_HEBEI-CQ/G_HEBEI-CQ/
甘肃卫视,http://39.134.39.37/PLTV/88888888/224/3221226240/index.m3u8
宁夏卫视,http://39.134.93.229:6610/000000001000/nxweishi/1.m3u8?IASHttpSessionId=
吉林卫视,http://coocaa-ynbit-ws.ifengli.com:2384/live/jlws-hd/1.m3u8
青海卫视,http://live.geermurmt.com/qhws/sd/live.m3u8
青海卫视,http://39.135.32.28:6610/PLTV/77777777/224/3221225705/index.m3u8?IASHttpSessionId=OTT
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=1da074361609506578
西藏卫视,http://39.135.32.28:6610/PLTV/77777777/224/3221225800/index.m3u8?IASHttpSessionId=OTT
新疆卫视,http://122.246.23.34/livehyw5.chinamcache.com/hyw/zb01.m3u8
兵团卫视,http://39.135.32.28:6610/PLTV/77777777/224/3221225795/index.m3u8?IASHttpSessionId=OTT
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq.flv
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
厦门卫视,http://live.aishang.ctlcdn.com/00000110240159_1/playlist.m3u8?CONTENTID=00000110240159_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2o%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
南方卫视,http://39.135.32.28:6610/PLTV/77777777/224/3221225748/index.m3u8?IASHttpSessionId=OTT
南宁公共,http://hls.nntv.cn/nnlive/NNTV_PUB_A.m3u8
南宁新闻综合,http://hls.nntv.cn/nnlive/NNTV_NEWS_A.m3u8
南宁都市生活,http://hls.nntv.cn/nnlive/NNTV_METRO_A.m3u8
崇左综合,http://lives.myun.tv/live/5p91o270.m3u8
三沙卫视,http://pull2.ssws.tv/live/SswsTV20210803.m3u8

数字频道,#genre#
CHC高清电影,http://116.211.159.53/live.aishang.ctlcdn.com/00000110240325_1/encoder/0/playlist.m3u8?CONTENTID=00000110240282_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR/playlist.m3u8?CONTENTID=00000110240325_1/encoder/0/playlist.m3u8?CONTENTID=00000110240282_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
CHC动作电影,http://59.49.41.44/live.aishang.ctlcdn.com/00000110240324_1/playlist.m3u8?CONTENTID=00000110240324_1
CHC家庭影院,http://59.49.41.44/live.aishang.ctlcdn.com/00000110240323_1/playlist.m3u8?CONTENTID=00000110240323_1
CHC动作电影,http://117.148.179.138/PLTV/88888888/224/3221231580/index.m3u8
CHC家庭影院,http://117.148.179.151/PLTV/88888888/224/3221231799/index.m3u8
喜剧影院,http://59.49.41.44/live.aishang.ctlcdn.com/00000110240276_1/playlist.m3u8?CONTENTID=00000110240276_1
家庭影院,http://59.49.41.39/live.aishang.ctlcdn.com/00000110240278_1/playlist.m3u8?CONTENTID=00000110240278_1
武侠剧场,http://59.49.41.44/live.aishang.ctlcdn.com/00000110240308_1/playlist.m3u8?CONTENTID=00000110240308_1
凤凰中文,http://223.110.235.2/ott.js.chinamobile.com/PLTV/3/224/3221228057/index.m3u8
凤凰资讯,http://223.110.235.4/ott.js.chinamobile.com/PLTV/3/224/3221228098/index.m3u8
凤凰中文,http://ott.js.chinamobile.com/TVOD/3/224/3221228057/index.m3u8
凤凰资讯,http://ott.js.chinamobile.com/TVOD/3/224/3221228098/index.m3u8
凤凰香港,http://223.110.236.2/ott.js.chinamobile.com/PLTV/3/224/3221228060/index.m3u8
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4.m3u8
凤凰中文,http://playtv-live.ifeng.com:80/live/06OLEGEGM4G.m3u8
CNC中文,http://source07.v.news.cn/live/CNC_CN/playlist.m3u8
凤凰电影,http://iptv.tvfix.org/hls/fhdy.m3u8
Channel V,http://iptv.tvfix.org/hls/channelv.m3u8
星空卫视,http://iptv.tvfix.org/hls/startv.m3u8
体育赛事,http://59.49.41.44/live.aishang.ctlcdn.com/00000110240590_1/playlist.m3u8?CONTENTID=00000110240590_1
军事,http://59.49.41.44/live.aishang.ctlcdn.com/00000110240311_1/playlist.m3u8?CONTENTID=00000110240311_1
动画,http://59.49.41.44/live.aishang.ctlcdn.com/00000110240335_1/playlist.m3u8?CONTENTID=00000110240335_1
国学,http://59.49.41.44/live.aishang.ctlcdn.com/00000110240332_1/playlist.m3u8?CONTENTID=00000110240332_1
戏曲,http://59.49.41.44/live.aishang.ctlcdn.com/00000110240333_1/playlist.m3u8?CONTENTID=00000110240333_1
早教,http://59.49.41.44/live.aishang.ctlcdn.com/00000110240334_1/playlist.m3u8?CONTENTID=00000110240334_1
星影,http://59.49.41.44/live.aishang.ctlcdn.com/00000110240279_1/playlist.m3u8?CONTENTID=00000110240279_1
武术,http://59.49.41.44/live.aishang.ctlcdn.com/00000110240312_1/playlist.m3u8?CONTENTID=00000110240312_1
精选,http://59.49.41.44/live.aishang.ctlcdn.com/00000110240275_1/playlist.m3u8?CONTENTID=00000110240275_1
美妆,http://59.49.41.44/live.aishang.ctlcdn.com/00000110240310_1/playlist.m3u8?CONTENTID=00000110240310_1
足球,http://59.49.41.44/live.aishang.ctlcdn.com/00000110240309_1/playlist.m3u8?CONTENTID=00000110240309_1
NNM新动漫,http://59.49.41.44/live.aishang.ctlcdn.com/00000110240321_1/playlist.m3u8?CONTENTID=00000110240321_1
Y+,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221230226/index.m3u8
圆点生活,http://39.134.19.251:6610/yinhe/2/ch00000090990000002285/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
广州番禺,http://live.pybtv.cn/channel1/sd/live.m3u8
南国都市,https://aplay.gztv.com/sec/shenghuos.m3u8
剧场,http://223.110.228.6:80/ott.js.chinamobile.com/PLTV/3/224/3221227594/index.m3u8
精彩体育,http://39.134.18.82/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226010/index.m3u8
星卫电影台,http://data.3g.yy.com/live/hls/29900720/29900720
精彩体育,http://39.134.19.251:6610/yinhe/2/ch00000090990000001274/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
精彩电影,http://39.134.19.248:6610/yinhe/2/ch00000090990000001275/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
精彩电视剧,http://39.134.19.251:6610/yinhe/2/ch00000090990000001276/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
精彩综艺,http://39.134.19.251:6610/yinhe/2/ch00000090990000001273/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
求索科学,http://39.134.134.84/0000000000001001/1/1.m3u8?Contentid=6000000002000032344&livemode=1&stbId=3&channel-id=wasusyt
求索纪录,http://39.134.134.84/0000000000001001/1/1.m3u8?Contentid=6000000002000032052&livemode=1&stbId=3&channel-id=wasusyt
求索生活,http://39.134.134.84/0000000000001001/1/1.m3u8?Contentid=6000000002000003382&livemode=1&stbId=3&channel-id=wasusyt
求索动物,http://39.134.134.84/0000000000001001/1/1.m3u8?Contentid=6000000002000010046&livemode=1&stbId=3&channel-id=wasusyt
银河爆笑喜剧,http://111.63.77.77/gitv_live/GITV-HB-1/GITV-HB-1.m3u8?p=GITV&area=HBYD
银河劲爆动作,http://111.63.77.77/gitv_live/GITV-HB-2/GITV-HB-2.m3u8?p=GITV&area=HBYD
银河热门动画,http://111.63.77.77/gitv_live/GITV-HB-3/GITV-HB-3.m3u8?p=GITV&area=HBYD
银河战争风云,http://111.63.77.77/gitv_live/GITV-HB-7/GITV-HB-7.m3u8?p=GITV&area=HBYD
银河家庭影院,http://111.63.77.77/gitv_live/GITV-HB-8/GITV-HB-8.m3u8?p=GITV&area=HBYD
银河大咖影院,http://111.63.77.77/gitv_live/GITV-HB-9/GITV-HB-9.m3u8?p=GITV&area=HBYD
峨眉电影,http://60.255.49.202/live/emdygqH265_4000.m3u8
精彩影视,http://39.134.134.84/0000000000001001/1/1.m3u8?Contentid=6000000006000320630&livemode=1&stbId=3&channel-id=wasusyt
精彩影视,http://stream.slave.jxtvnet.tv:14311/playurl?playtype=live&protocol=http&accesstoken=R609DF27DU30963004K77360366I5D0110ACPBM356F868V0Z57EA5W167ED2234F88A5EE&programid=4200000149&playtoken=ABCDEFGH&auth=no
DOXTV,http://stream.slave.jxtvnet.tv:14311/playurl?playtype=live&protocol=http&accesstoken=R609DF27DU30963004K77360366I5D0110ACPBM356F868V0Z57EA5W167ED2234F88A5EE&programid=4200000126&playtoken=ABCDEFGH&auth=no
CBN每日影院,http://stream.slave.jxtvnet.tv:14311/playurl?playtype=live&protocol=http&accesstoken=R609DF27DU30963004K77360366I5D0110ACPBM356F868V0Z57EA5W167ED2234F88A5EE&programid=4200000565&playtoken=ABCDEFGH&auth=no
CBN风尚生活,http://stream.slave.jxtvnet.tv:14311/playurl?playtype=live&protocol=http&accesstoken=R609DF27DU30963004K77360366I5D0110ACPBM356F868V0Z57EA5W167ED2234F88A5EE&programid=4200000568&playtoken=ABCDEFGH&auth=no
CBN幸福剧场,http://stream.slave.jxtvnet.tv:14311/playurl?playtype=live&protocol=http&accesstoken=R609DF27DU30963004K77360366I5D0110ACPBM356F868V0Z57EA5W167ED2234F88A5EE&programid=4200000566&playtoken=ABCDEFGH&auth=no 
CBN幸福娱乐,http://stream.slave.jxtvnet.tv:14311/playurl?playtype=live&protocol=http&accesstoken=R609DF27DU30963004K77360366I5D0110ACPBM356F868V0Z57EA5W167ED2234F88A5EE&programid=4200000567&playtoken=ABCDEFGH&auth=no
京视剧场,http://39.134.19.248:6610/yinhe/2/ch00000090990000001319/index.m3u8?virtualDomain=yinhe.live_hls.zte.com

SiTV,#genre#
都市剧场,http://183.207.255.188/live/program/live/dsjchd/4000000/mnf.m3u8
欢笑剧场,http://183.207.255.188/live/program/live/hxjchd/4000000/mnf.m3u8
动漫秀场,http://183.207.255.188/live/program/live/dmxchd/4000000/mnf.m3u8
游戏风云,http://183.207.255.188/live/program/live/yxfyhd/4000000/mnf.m3u8
新视觉,http://183.207.255.188/live/program/live/xsjhd/4000000/mnf.m3u8
劲爆体育,http://219.151.31.38/liveplay-kk.rtxapp.com/live/program/live/jbtyhd/4000000/mnf.m3u8
魅力足球,http://183.207.255.188/live/program/live/mlyyhd/4000000/mnf.m3u8
极速汽车,http://183.207.255.188/live/program/live/jsqchd/4000000/mnf.m3u8
